Suburb,Address,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname
Alphington,29 Naroon Rd,4,House,2022292,SP,Feb-17,6.4,3078,4,2,2,597,1947,Darebin,Northern Metropolitan
Alphington,13a Fulham Rd,3,House,1310000,S,Jul-16,6.4,3078,3,1,2,524,1990,Darebin,Northern Metropolitan
Alphington,32/23 Coate Av,3,House,570000,VB,Jun-16,6.4,3078,3,1,2,524,1990,Darebin,Northern Metropolitan
Alphington,22 Lowther St,3,House,1165000,S,Jun-16,6.4,3078,3,1,2,979,1990,Yarra,Northern Metropolitan
Alphington,6/11 Broomfield Av,2,Unit,530000,S,Nov-16,6.4,3078,2,1,1,71,1972,Darebin,Northern Metropolitan
Alphington,11 Margaret Gr,4,House,1900000,SP,Nov-16,6.4,3078,4,2,2,556,1930,Yarra,Northern Metropolitan
Alphington,21 Como St,5,House,2840000,SN,Aug-16,6.4,3078,5,2,2,552,1916,Yarra,Northern Metropolitan
Alphington,6 Naroon Rd,3,House,1485000,SP,Aug-16,6.4,3078,3,0,0,597,1990,Darebin,Northern Metropolitan
Alphington,42 Shiers St,4,House,1950000,S,Jul-16,6.4,3078,4,2,3,589,1920,Darebin,Northern Metropolitan
Canterbury,18 Irilbarra Rd,4,House,2950000,S,Sep-16,9,3126,4,2,2,687,1935,Boroondara,Southern Metropolitan
Canterbury,2a View St,3,House,1943975,SN,Sep-16,9,3126,3,2,2,309,2004,Boroondara,Southern Metropolitan
Canterbury,1 Claremont Cr,3,House,1943975,S,Dec-16,9,3126,3,2,2,482,1943,Boroondara,Southern Metropolitan
Canterbury,33 Myrtle Rd,3,House,1587500,S,Dec-16,9,3126,3,1,1,459,1920,Boroondara,Southern Metropolitan
Canterbury,62 Wentworth Av,4,House,2778864,S,Dec-16,9,3126,4,2,2,748,1941,Boroondara,Southern Metropolitan
Canterbury,22 Allenby Rd,3,House,1943975,S,Mar-17,9,3126,3,2,2,522,1943,Boroondara,Southern Metropolitan
Canterbury,1/17 Chatham Rd,4,Townhouse,1550000,PI,Mar-17,9,3126,4,2,4,318,1941,Boroondara,Southern Metropolitan
Canterbury,3 Claremont Cr,4,House,2778864,S,Mar-17,9,3126,4,2,2,748,1941,Boroondara,Southern Metropolitan
Canterbury,2E Hopetoun Av,4,Townhouse,2778864,S,Mar-17,9,3126,4,2,2,748,1941,Boroondara,Southern Metropolitan
Canterbury,1/28 Milton St,2,House,765000,S,Mar-17,9,3126,2,1,1,543,1970,Boroondara,Southern Metropolitan
Canterbury,2 Monomeath Av,5,House,3775500,S,Mar-17,9,3126,5,3,3,916,1933,Boroondara,Southern Metropolitan
Canterbury,4/31 Monomeath Av,3,Unit,2130000,S,Mar-17,9,3126,3,2,2,482,1943,Boroondara,Southern Metropolitan
Canterbury,80 Highfield Rd,2,House,876400,S,Jun-16,9,3126,2,1,1,231,1930,Boroondara,Southern Metropolitan
Canterbury,3/13 Wattle Valley Rd,2,Unit,830000,S,Jun-16,9,3126,2,1,1,110,1960,Boroondara,Southern Metropolitan
Canterbury,11 Mangarra Rd,3,House,1943975,S,Aug-16,9,3126,3,1,1,654,1910,Boroondara,Southern Metropolitan
Canterbury,9 Victoria Av,3,House,4110000,S,Aug-16,9,3126,3,2,2,482,1943,Boroondara,Southern Metropolitan
Canterbury,2 McGregor St,4,House,2375000,S,May-16,9,3126,4,2,1,653,1910,Boroondara,Southern Metropolitan
Canterbury,31 Rubens Gr,5,House,2900000,PI,May-16,9,3126,5,2,2,795,1910,Boroondara,Southern Metropolitan
Canterbury,8 View St,4,House,2778864,SP,May-16,9,3126,4,2,1,756,1941,Boroondara,Southern Metropolitan
Canterbury,42 Warburton Rd,3,House,2200000,VB,May-16,9,3126,3,3,2,468,1890,Boroondara,Southern Metropolitan
Canterbury,5 Margaret St,4,House,2620000,S,Nov-16,9,3126,4,1,1,717,1890,Boroondara,Southern Metropolitan
Canterbury,5 Dorothea St,2,House,1305000,S,Oct-16,9,3126,2,1,1,342,1945,Boroondara,Southern Metropolitan
Canterbury,3 Monomeath Pl,4,House,4350000,S,Oct-16,9,3126,4,3,3,788,1941,Boroondara,Southern Metropolitan
Canterbury,1b Daphne St,3,House,928000,S,Sep-16,9,3126,3,2,1,145,1998,Boroondara,Southern Metropolitan
Canterbury,14 Golding St,4,House,2778864,S,Sep-16,9,3126,4,2,2,598,1905,Boroondara,Southern Metropolitan
Canterbury,13 Byron St,5,House,2930000,S,Dec-16,9,3126,5,3,4,645,2005,Boroondara,Southern Metropolitan
Canterbury,21 Compton St,4,House,2950000,PI,Dec-16,9,3126,4,2,3,812,1927,Boroondara,Southern Metropolitan
Canterbury,12A Highfield Rd,5,House,3775500,SN,Dec-16,9,3126,5,3,3,965,1928,Boroondara,Southern Metropolitan
Canterbury,29 Rubens Gr,4,House,3800000,PI,Feb-17,9,3126,4,1,1,858,1941,Boroondara,Southern Metropolitan
Canterbury,4/34 Rochester Rd,2,Unit,722000,S,Nov-16,9,3126,2,1,1,0,1965,Boroondara,Southern Metropolitan
Canterbury,14 Selwyn St,5,House,3775500,S,May-16,9,3126,5,3,2,900,1900,Boroondara,Southern Metropolitan
Canterbury,6 Cross St,4,House,2778864,S,Oct-16,9,3126,4,3,2,585,1900,Boroondara,Southern Metropolitan
Canterbury,8 Dudley Pde,5,House,2350000,VB,Oct-16,9,3126,5,2,4,838,1910,Boroondara,Southern Metropolitan
Canterbury,1/8 Faversham Rd,3,Townhouse,1680000,S,Oct-16,9,3126,3,2,2,387,1943,Boroondara,Southern Metropolitan
Canterbury,21 Marden St,3,House,1640000,PI,Oct-16,9,3126,3,3,2,352,1997,Boroondara,Southern Metropolitan
Canterbury,5/69 Canterbury Rd,2,Unit,876400,S,Sep-16,9,3126,2,2,1,0,2014,Boroondara,Southern Metropolitan
Canterbury,47 Warburton Rd,3,House,1680000,S,Sep-16,9,3126,3,2,1,325,1910,Boroondara,Southern Metropolitan
Canterbury,77 Highfield Rd,5,House,3550000,VB,Mar-17,9,3126,5,4,4,684,2013,Boroondara,Southern Metropolitan
Canterbury,55 Warburton Rd,3,House,1385000,S,Jun-16,9,3126,2,1,1,444,1910,Boroondara,Southern Metropolitan
Canterbury,17 Irilbarra Rd,4,House,3400000,S,Nov-16,9,3126,4,1,4,845,2008,Boroondara,Southern Metropolitan
Canterbury,12 Grange Av,5,House,4500000,PI,May-16,9,3126,5,3,3,916,1933,Boroondara,Southern Metropolitan
Canterbury,3 Compton St,4,House,2778864,S,Aug-16,9,3126,4,2,2,879,1941,Boroondara,Southern Metropolitan
Canterbury,5/25 Chatham Rd,3,House,1943975,SP,Apr-16,9,3126,3,0,0,502,1943,Boroondara,Southern Metropolitan
Canterbury,2/20 Margaret St,2,Unit,690500,SP,Apr-16,9,3126,2,1,1,118,1970,Boroondara,Southern Metropolitan
Canterbury,25 Myrtle Rd,4,House,2778864,SN,Feb-17,9,3126,4,2,6,1266,1904,Boroondara,Southern Metropolitan
Canterbury,3 Allenby Rd,3,House,1943975,S,Jul-16,9,3126,3,2,1,415,1943,Boroondara,Southern Metropolitan
Canterbury,12a View St,3,House,1850000,PI,Jul-16,9,3126,3,2,2,361,1995,Boroondara,Southern Metropolitan
Canterbury,6/124 Canterbury Rd,2,Unit,736000,S,Jun-16,9,3126,2,1,2,132,1970,Boroondara,Southern Metropolitan
Canterbury,3/34 Faversham Rd,3,Townhouse,1843000,S,Jun-16,9,3126,3,2,2,0,1943,Boroondara,Southern Metropolitan
Canterbury,3/124 Canterbury Rd,2,Unit,685000,S,Nov-16,9,3126,2,1,1,122,1970,Boroondara,Southern Metropolitan
Canterbury,2A Erica St,2,House,1800000,VB,Nov-16,9,3126,2,1,3,716,1970,Boroondara,Southern Metropolitan
Canterbury,1/29 Logan St,3,House,1800000,S,Nov-16,9,3126,3,2,2,316,1986,Boroondara,Southern Metropolitan
Canterbury,35 Myrtle Rd,4,House,3145000,S,Nov-16,9,3126,4,2,2,796,2012,Boroondara,Southern Metropolitan
Canterbury,2B Victoria Av,4,House,2778864,SP,Nov-16,9,3126,4,2,2,748,1941,Boroondara,Southern Metropolitan
Canterbury,140 Canterbury Rd,4,House,2778864,SP,Jan-16,9,3126,4,2,0,808,1910,Boroondara,Southern Metropolitan
Canterbury,8 Avenue Athol,4,Townhouse,1742000,S,May-16,9,3126,4,2,2,780,1941,Boroondara,Southern Metropolitan
Canterbury,32 Faversham Rd,3,House,1943975,SP,May-16,9,3126,3,1,2,1698,1910,Boroondara,Southern Metropolitan
Canterbury,14 Monomeath Av,5,House,5110000,S,May-16,9,3126,5,3,3,916,1933,Boroondara,Southern Metropolitan
Canterbury,20 Wentworth Av,5,House,2750000,VB,May-16,9,3126,5,3,3,916,1933,Boroondara,Southern Metropolitan
Canterbury,28 Wentworth Av,5,House,3775500,SP,May-16,9,3126,5,3,3,916,1933,Boroondara,Southern Metropolitan
Canterbury,1/172 Mont Albert Rd,2,Unit,876400,SP,Jul-16,9,3126,2,1,1,175,1970,Boroondara,Southern Metropolitan
Canterbury,2/46 Wattle Valley Rd,2,Unit,1016000,S,Jul-16,9,3126,2,1,2,0,1970,Boroondara,Southern Metropolitan
Carlton North,527 Nicholson St,3,House,1330000,VB,Sep-16,3.2,3054,3,1,1,314,1900,Yarra,Northern Metropolitan
Carlton North,593 Canning St,3,House,1540000,S,Mar-17,3.2,3054,3,1,0,169,1908,Yarra,Northern Metropolitan
Carlton North,112 Newry St,4,House,1425000,S,Mar-17,3.2,3054,4,3,0,122,1890,Yarra,Northern Metropolitan
Carlton North,122 Richardson St,2,House,1725000,S,Mar-17,3.2,3054,2,1,1,210,1932,Yarra,Northern Metropolitan
Carlton North,247 Richardson St,3,House,1631333,SP,Mar-17,3.2,3054,3,1,1,187,1908,Yarra,Northern Metropolitan
Carlton North,632 Rathdowne St,3,House,1280000,VB,Aug-16,3.2,3054,3,1,0,203,1908,Yarra,Northern Metropolitan
Carlton North,449 Canning St,2,House,1206750,SP,May-16,3.2,3054,2,1,1,178,1932,Yarra,Northern Metropolitan
Carlton North,989 Drummond St,3,House,2950000,SP,May-16,3.2,3054,3,1,2,499,1910,Yarra,Northern Metropolitan
Carlton North,700 Rathdowne St,4,House,2175000,S,May-16,3.2,3054,3,1,0,418,1920,Yarra,Northern Metropolitan
Carlton North,86 Wilson St,3,House,1555000,S,May-16,3.2,3054,3,1,1,222,1908,Yarra,Northern Metropolitan
Carlton North,2/872 Drummond St,2,Townhouse,765000,S,Oct-16,3.2,3054,2,1,1,1031,1970,Yarra,Northern Metropolitan
Carlton North,568 Station St,3,House,1631333,S,Sep-16,3.2,3054,3,1,1,174,1910,Yarra,Northern Metropolitan
Carlton North,1 Fletcher La,2,House,800000,PI,Dec-16,3.2,3054,2,1,1,73,2009,Yarra,Northern Metropolitan
Carlton North,173 MacPherson St,2,House,1301000,S,Dec-16,3.2,3054,2,1,0,133,1932,Yarra,Northern Metropolitan
Carlton North,450 Park St,2,House,1206750,S,Dec-16,3.2,3054,2,1,0,168,1932,Yarra,Northern Metropolitan
Carlton North,94 Princes St,2,House,1206750,S,Dec-16,3.2,3054,2,1,0,115,1880,Yarra,Northern Metropolitan
Carlton North,967 Drummond St,4,House,2718000,S,Mar-17,3.2,3054,4,2,0,538,2015,Yarra,Northern Metropolitan
Carlton North,9/823 Rathdowne St,1,Unit,468000,S,Mar-17,3.2,3054,1,1,1,861,1970,Yarra,Northern Metropolitan
Carlton North,392 Station St,2,House,2400000,S,Nov-16,3.2,3054,1,2,0,413,1900,Yarra,Northern Metropolitan
Carlton North,40 Ogrady St,2,House,1330000,S,Oct-16,3.2,3054,2,1,0,116,1932,Yarra,Northern Metropolitan
Carlton North,1018 Drummond St,4,House,2520000,S,Apr-16,3.2,3054,4,2,2,504,1890,Yarra,Northern Metropolitan
Carlton North,354 Station St,3,House,1214000,S,Apr-16,3.2,3054,3,3,1,144,1908,Yarra,Northern Metropolitan
Carlton North,462 Canning St,3,House,1955000,S,Jul-16,3.2,3054,3,2,1,163,1908,Yarra,Northern Metropolitan
Carlton North,636 Canning St,3,House,1631333,S,Jul-16,3.2,3054,3,1,0,252,1890,Yarra,Northern Metropolitan
Carlton North,26/174 Lee St,1,Unit,390000,S,Jul-16,3.2,3054,1,1,1,0,1970,Yarra,Northern Metropolitan
Carlton North,119 Curtain St,1,House,885000,S,Mar-17,3.2,3054,1,1,0,93,1962,Yarra,Northern Metropolitan
Carlton North,75 Fenwick St,3,House,2050000,S,Mar-17,3.2,3054,3,2,0,84,1970,Yarra,Northern Metropolitan
Carlton North,658 Lygon St,2,House,880000,S,Jun-16,3.2,3054,2,1,0,142,1932,Yarra,Northern Metropolitan
Carlton North,292 Amess St,4,House,1950000,S,May-16,3.2,3054,4,2,2,207,1900,Yarra,Northern Metropolitan
Carlton North,167 Richardson St,3,House,1280000,S,Aug-16,3.2,3054,3,1,1,131,1908,Yarra,Northern Metropolitan
Carlton North,14/1102 Lygon St,1,Unit,437000,S,Sep-16,3.2,3054,1,1,1,0,1970,Yarra,Northern Metropolitan
Carlton North,956 Lygon St,3,House,1631333,S,Sep-16,3.2,3054,3,1,1,408,1910,Yarra,Northern Metropolitan
Carlton North,984 Lygon St,2,House,1150000,VB,Sep-16,3.2,3054,2,1,2,373,1932,Yarra,Northern Metropolitan
Carlton North,4 Mary St,2,Unit,520000,VB,Sep-16,3.2,3054,2,1,1,0,1940,Yarra,Northern Metropolitan
Carlton North,194 Amess St,3,House,1631333,S,Feb-17,3.2,3054,3,1,1,202,1908,Yarra,Northern Metropolitan
Carlton North,20/22 Grattan St,4,Unit,1560000,S,Feb-17,3.2,3054,4,2,1,322,1920,Yarra,Northern Metropolitan
Carlton North,80 Wilson St,2,House,1678000,S,Feb-17,3.2,3054,2,1,1,353,1932,Yarra,Northern Metropolitan
Carlton North,377 Canning St,3,House,1631333,S,Jul-16,3.2,3054,3,2,1,163,1883,Yarra,Northern Metropolitan
Carlton North,24/635 Drummond St,2,Unit,570000,S,Jun-16,3.2,3054,2,1,1,0,1975,Yarra,Northern Metropolitan
Carlton North,696 Rathdowne St,3,House,1631333,SP,Aug-16,3.2,3054,3,1,0,217,1890,Yarra,Northern Metropolitan
Eaglemont,82 The Righi,3,House,1435200,SN,Sep-16,10.3,3084,3,1,2,844,1930,Banyule,Eastern Metropolitan
Eaglemont,23 Silverdale Rd,4,House,2177500,SN,Aug-16,10.3,3084,4,3,2,1127,1996,Banyule,Eastern Metropolitan
Eaglemont,6 Ashby Gr,5,House,1901000,S,Sep-16,10.3,3084,3,2,2,963,1925,Banyule,Eastern Metropolitan
Eaglemont,41 Carlsberg Rd,4,House,2177500,SN,Sep-16,10.3,3084,4,2,2,842,1920,Banyule,Eastern Metropolitan
Eaglemont,76 Castle St,4,House,1650000,VB,Sep-16,10.3,3084,4,3,2,724,1940,Banyule,Eastern Metropolitan
Eaglemont,7 Glen Dr,5,House,2180333,SS,Sep-16,10.3,3084,3,5,3,1185,1925,Banyule,Eastern Metropolitan
Eaglemont,1 The Righi,4,House,1687000,S,Sep-16,10.3,3084,4,3,2,968,1950,Banyule,Eastern Metropolitan
Eaglemont,41 Glenard Dr,2,House,1059000,PN,Dec-16,10.3,3084,2,1,1,733,1950,Banyule,Eastern Metropolitan
Eaglemont,59 Banksia St,3,House,1435200,SN,Nov-16,10.3,3084,3,1,2,858,1925,Banyule,Eastern Metropolitan
Eaglemont,27 Glen Dr,3,House,1816000,S,Nov-16,10.3,3084,3,1,2,846,1955,Banyule,Eastern Metropolitan
Eaglemont,1/16 Cape St,2,Unit,525000,S,May-16,10.3,3084,2,1,1,79,1970,Banyule,Eastern Metropolitan
Eaglemont,61 Glenard Dr,4,House,2050000,S,Oct-16,10.3,3084,4,3,2,723,1950,Banyule,Eastern Metropolitan
Eaglemont,47 Ormond Rd,5,House,1930000,S,Oct-16,10.3,3084,5,2,1,939,1930,Banyule,Eastern Metropolitan
Eaglemont,24 Brooke St,2,House,2850000,S,Mar-17,10.3,3084,2,1,1,1777,1962,Banyule,Eastern Metropolitan
Eaglemont,14 Cumberland St,4,House,2600000,VB,Jun-16,10.3,3084,3,2,3,871,1937,Banyule,Eastern Metropolitan
Eaglemont,27 Ormond Rd,3,House,1435200,PI,Jun-16,10.3,3084,3,1,1,981,1950,Banyule,Eastern Metropolitan
Eaglemont,2/12 Ashby Gr,2,Unit,600000,SP,Apr-16,10.3,3084,2,1,1,112,1970,Banyule,Eastern Metropolitan
Eaglemont,4/84 The Righi,3,Unit,1435200,PN,Feb-17,10.3,3084,3,2,2,341,1980,Banyule,Eastern Metropolitan
Eaglemont,34 Durham St,3,House,1601000,S,Jul-16,10.3,3084,3,1,1,872,1960,Banyule,Eastern Metropolitan
Eaglemont,107 Banksia St,3,House,1100000,VB,Jun-16,10.3,3084,3,2,1,555,1988,Banyule,Eastern Metropolitan
Eaglemont,58 Glenard Dr,4,House,2177500,S,Nov-16,10.3,3084,4,3,2,867,1950,Banyule,Eastern Metropolitan
Eaglemont,8 Outlook Dr,4,House,2550000,VB,Nov-16,10.3,3084,4,2,2,1484,1970,Banyule,Eastern Metropolitan
Eaglemont,4/47 Sherwood Rd,3,Unit,1060000,S,Nov-16,10.3,3084,3,1,2,696,1954,Banyule,Eastern Metropolitan
Eaglemont,2/84 The Righi,3,Unit,1190000,S,Nov-16,10.3,3084,3,2,2,0,1975,Banyule,Eastern Metropolitan
Eaglemont,13 Warne St,4,House,2012000,S,Nov-16,10.3,3084,4,3,2,597,1940,Banyule,Eastern Metropolitan
Eaglemont,30 Cape St,4,House,2177500,S,Aug-16,10.3,3084,4,2,1,576,1950,Banyule,Eastern Metropolitan
Eaglemont,20 Glenard Dr,4,House,2309000,S,Aug-16,10.3,3084,4,3,2,1177,1960,Banyule,Eastern Metropolitan
Eaglemont,49a Hopetoun Gr,3,House,650000,S,Jul-16,10.3,3084,3,1,2,696,1954,Banyule,Eastern Metropolitan
Malvern,17 Horace St,3,House,2092464,S,Sep-16,7.4,3144,3,2,1,226,1900,Stonnington,Southern Metropolitan
Malvern,39 McKinley Av,3,House,2500000,S,Sep-16,7.4,3144,3,2,2,340,1940,Stonnington,Southern Metropolitan
Malvern,17 Shaftesbury Av,4,House,3850000,PI,Sep-16,7.4,3144,4,2,2,555,1964,Stonnington,Southern Metropolitan
Malvern,2/240 Wattletree Rd,2,Unit,926867,SP,Sep-16,7.4,3144,2,1,1,0,1969,Stonnington,Southern Metropolitan
Malvern,1/11 Mayfield Av,2,Unit,2660000,S,Dec-16,7.4,3144,2,1,1,59,1969,Stonnington,Southern Metropolitan
Malvern,17 Chesterfield Av,4,House,3177850,S,Mar-17,7.4,3144,4,2,2,555,1964,Stonnington,Southern Metropolitan
Malvern,1/3 Irving St,2,Unit,926867,S,Mar-17,7.4,3144,2,1,2,0,1970,Stonnington,Southern Metropolitan
Malvern,9/3 Irving St,2,Unit,570500,S,Mar-17,7.4,3144,2,1,2,0,1969,Stonnington,Southern Metropolitan
Malvern,17/246 Wattletree Rd,2,Unit,1350000,VB,Mar-17,7.4,3144,2,2,2,0,1969,Stonnington,Southern Metropolitan
Malvern,95 Claremont Av,4,House,2325000,S,Jun-16,7.4,3144,4,2,2,555,1964,Stonnington,Southern Metropolitan
Malvern,35 Dixon St,3,House,2050000,S,Jun-16,7.4,3144,2,2,1,231,1890,Stonnington,Southern Metropolitan
Malvern,8/6 Finlayson St,2,Unit,926867,S,Jun-16,7.4,3144,2,1,1,0,1960,Stonnington,Southern Metropolitan
Malvern,12 Hornsby St,4,House,2300000,S,Jun-16,7.4,3144,4,2,2,599,1977,Stonnington,Southern Metropolitan
Malvern,3 Plant St,4,House,3460000,S,Jun-16,7.4,3144,4,2,2,502,2016,Stonnington,Southern Metropolitan
Malvern,27 Alice St,4,House,3177850,S,Aug-16,7.4,3144,3,2,2,396,1910,Stonnington,Southern Metropolitan
Malvern,12 Robinson St,4,House,3177850,S,Aug-16,7.4,3144,4,2,4,652,1980,Stonnington,Southern Metropolitan
Malvern,67 Wheatland Rd,4,House,2400000,VB,Aug-16,7.4,3144,4,2,2,586,1890,Stonnington,Southern Metropolitan
Malvern,27 Bonview Rd,4,House,3177850,S,May-16,7.4,3144,4,3,2,706,1964,Stonnington,Southern Metropolitan
Malvern,3/58 Cawkwell St,2,Unit,569000,S,May-16,7.4,3144,2,1,2,0,1970,Stonnington,Southern Metropolitan
Malvern,11 Eva St,3,House,2025000,VB,May-16,7.4,3144,3,2,2,396,1910,Stonnington,Southern Metropolitan
Malvern,32a Ewart St,3,House,2092464,SP,May-16,7.4,3144,3,0,0,476,1940,Stonnington,Southern Metropolitan
Malvern,19 Glendearg Gr,4,House,3177850,S,May-16,7.4,3144,3,2,2,853,1920,Stonnington,Southern Metropolitan
Malvern,206/361 Glenferrie Rd,2,Unit,926867,S,May-16,7.4,3144,2,2,2,0,2002,Stonnington,Southern Metropolitan
Malvern,19 Gordon Gr,3,House,1950000,S,May-16,7.4,3144,2,1,1,325,1900,Stonnington,Southern Metropolitan
Malvern,7/6 Irving St,2,Unit,926867,S,May-16,7.4,3144,2,1,1,0,1970,Stonnington,Southern Metropolitan
Malvern,8/15 Wheatland Rd,2,Unit,926867,S,May-16,7.4,3144,2,1,1,0,1960,Stonnington,Southern Metropolitan
Malvern,35 Evandale Rd,3,House,1895000,S,Nov-16,7.4,3144,3,2,0,258,1940,Stonnington,Southern Metropolitan
Malvern,4/382 Glenferrie Rd,3,Unit,2092464,SP,Nov-16,7.4,3144,3,0,0,0,1940,Stonnington,Southern Metropolitan
Malvern,30 Grace St,2,House,926867,S,Nov-16,7.4,3144,2,1,2,383,1900,Stonnington,Southern Metropolitan
Malvern,3/6 Irving St,2,Unit,926867,S,Nov-16,7.4,3144,2,1,1,0,1970,Stonnington,Southern Metropolitan
Malvern,2/64 Cawkwell St,2,Unit,635000,S,Oct-16,7.4,3144,2,1,1,0,1970,Stonnington,Southern Metropolitan
Malvern,8/7 Warner St,2,Unit,611000,SP,Oct-16,7.4,3144,2,1,1,0,2008,Stonnington,Southern Metropolitan
Malvern,20 Norfolk Pl,3,Townhouse,2092464,S,Sep-16,7.4,3144,3,2,2,88,2013,Stonnington,Southern Metropolitan
Malvern,21a Claremont Av,2,Unit,1020000,S,Dec-16,7.4,3144,2,1,1,59,1969,Stonnington,Southern Metropolitan
Malvern,25 Edsall St,3,House,2092464,S,Dec-16,7.4,3144,3,2,2,265,1940,Stonnington,Southern Metropolitan
Malvern,30 Parslow St,4,House,3177850,S,Dec-16,7.4,3144,4,3,2,333,2012,Stonnington,Southern Metropolitan
Malvern,42 Stanhope St,5,House,3859000,S,Dec-16,7.4,3144,5,2,2,767,1930,Stonnington,Southern Metropolitan
Malvern,51 Dixon St,2,House,1611000,S,Nov-16,7.4,3144,2,1,2,277,1969,Stonnington,Southern Metropolitan
Malvern,41 Milton Pde,3,House,2092464,S,Nov-16,7.4,3144,3,3,2,177,1940,Stonnington,Southern Metropolitan
Malvern,41 Horace St,4,House,3800000,S,Aug-16,7.4,3144,4,3,2,587,2016,Stonnington,Southern Metropolitan
Malvern,3/2 Cawkwell St,3,Townhouse,1390000,PI,May-16,7.4,3144,3,2,1,227,1995,Stonnington,Southern Metropolitan
Malvern,42 Cressy St,2,House,780000,VB,May-16,7.4,3144,2,0,0,0,1969,Stonnington,Southern Metropolitan
Malvern,312 Glenferrie Rd,4,House,4700000,S,May-16,7.4,3144,4,3,2,879,1964,Stonnington,Southern Metropolitan
Malvern,109/1387 Malvern Rd,2,Unit,926867,PI,May-16,7.4,3144,2,1,1,59,1969,Stonnington,Southern Metropolitan
Malvern,22 Milton Pde,3,House,2415000,S,Oct-16,7.4,3144,3,1,3,696,1910,Stonnington,Southern Metropolitan
Malvern,60 Milton Pde,2,House,926867,SP,Oct-16,7.4,3144,2,1,1,344,1969,Stonnington,Southern Metropolitan
Malvern,203/1 Norfolk Pl,2,Unit,710000,VB,Oct-16,7.4,3144,2,1,1,59,1969,Stonnington,Southern Metropolitan
Malvern,85 Stanhope St,3,House,2092464,S,Oct-16,7.4,3144,3,2,2,521,1940,Stonnington,Southern Metropolitan
