Entity,Code,Year,Oil (% sub energy),Coal (% sub energy),Solar (% sub energy),Nuclear (% sub energy),Hydro (% sub energy),Wind (% sub energy),Gas (% sub energy),Other renewables (% sub energy)
Malaysia,MYS,1976,90.207,0.183,0,0,4.145,0,5.465,0
Malaysia,MYS,1977,92.292,0.181,0,0,3.026,0,4.5,0
Malaysia,MYS,1978,72.85,0.288,0,0,2.593,0,24.269,0
Malaysia,MYS,1979,72.375,0.334,0,0,2.589,0,24.703,0
Malaysia,MYS,1980,76.052,0.456,0,0,3.071,0,20.42,0
Malaysia,MYS,1981,79.112,0.828,0,0,3.319,0,16.741,0
Malaysia,MYS,1982,76.783,0.702,0,0,2.963,0,19.552,0
Malaysia,MYS,1983,71.558,1.588,0,0,3.002,0,23.851,0
Malaysia,MYS,1984,65.407,1.598,0,0,5.51,0,27.485,0
Malaysia,MYS,1985,65.304,2.133,0,0,6.017,0,26.547,0
Malaysia,MYS,1986,55.976,1.413,0,0,5.869,0,36.743,0
Malaysia,MYS,1987,55.712,1.891,0,0,6.857,0,35.54,0
Malaysia,MYS,1988,56.972,1.416,0,0,7.453,0,34.158,0
Malaysia,MYS,1989,52.964,5.839,0,0,6.169,0,35.028,0
Malaysia,MYS,1990,58.934,5.988,0,0,4.346,0,30.732,0
Malaysia,MYS,1991,52.474,5.825,0,0,3.966,0,37.735,0
Malaysia,MYS,1992,52.874,5.658,0,0,3.534,0,37.934,0
Malaysia,MYS,1993,55.907,4.535,0,0,3.837,0,35.721,0
Malaysia,MYS,1994,56.71,4.615,0,0,4.695,0,33.979,0
Malaysia,MYS,1995,56.969,4.852,0,0,4.32,0,33.859,0
Malaysia,MYS,1996,55.896,4.367,0,0,3.226,0,36.51,0
Malaysia,MYS,1997,55.183,3.63,0,0,2.232,0,38.955,0
Malaysia,MYS,1998,50.932,4.167,0,0,2.564,0,42.337,0
Malaysia,MYS,1999,49.475,4.125,0,0,3.838,0,42.562,0
Malaysia,MYS,2000,44.661,4.738,0,0,3.186,0,47.155,0.26
Malaysia,MYS,2001,46.264,5.624,0,0,2.726,0,45.128,0.258
Malaysia,MYS,2002,48.351,6.446,0,0,2.261,0,42.774,0.169
Malaysia,MYS,2003,46.87,8.651,0,0,1.942,0,42.379,0.159
Malaysia,MYS,2004,44.744,10.124,0,0,1.982,0,42.945,0.205
Malaysia,MYS,2005,41.943,9.858,0,0,1.989,0,46.014,0.196
Malaysia,MYS,2006,41.692,10.05,0,0,2.003,0,46.049,0.198
Malaysia,MYS,2007,41.678,11.422,0,0,1.758,0,44.879,0.224
Malaysia,MYS,2008,38.602,12.195,0,0,2.211,0,46.714,0.226
Malaysia,MYS,2009,39.607,13.67,0,0,2.001,0,44.312,0.405
Malaysia,MYS,2010,38.556,18.452,0,0,1.782,0,40.851,0.354
Malaysia,MYS,2011,39.813,17.816,0,0,2.166,0,39.762,0.413
Malaysia,MYS,2012,38.797,17.825,0.002,0,2.301,0,40.573,0.374
Malaysia,MYS,2013,39.426,16.16,0.033,0,2.788,0,41.13,0.261
Malaysia,MYS,2014,39.194,16.308,0.053,0,3.113,0,40.852,0.161
Malaysia,MYS,2015,35.765,18.224,0.062,0,3.173,0,42.197,0.171
Malaysia,MYS,2016,37.95,18.636,0.067,0,4.308,0,38.49,0.163
Malaysia,MYS,2017,35.452,20.34,0.07,0,5.655,0,37.952,0.161
Malaysia,MYS,2018,36.564,22.039,0.103,0,5.629,0,35.111,0.174
Malaysia,MYS,2019,36.83,21.063,0.166,0,5.657,0,35.721,0.186
Mexico,MEX,1965,61.168,2.75,0,0,8.439,0,27.644,0
Mexico,MEX,1966,60.561,2.771,0,0,9.102,0,27.565,0
Mexico,MEX,1967,63.666,3.338,0,0,9.728,0,23.268,0
Mexico,MEX,1968,63.587,3.214,0,0,10.253,0,22.947,0
Mexico,MEX,1969,61.208,2.967,0,0,9.903,0,25.921,0
Mexico,MEX,1970,61.662,3.118,0,0,10.385,0,24.835,0
Mexico,MEX,1971,62.157,3.721,0,0,9.587,0,24.536,0
Mexico,MEX,1972,63.307,3.719,0,0,9.242,0,23.732,0
Mexico,MEX,1973,62.806,3.696,0,0,9.031,0,24.377,0.089
Mexico,MEX,1974,64.409,3.707,0,0,8.368,0,23.284,0.232
Mexico,MEX,1975,66.496,3.984,0,0,7.114,0,22.163,0.243
Mexico,MEX,1976,68.844,2.874,0,0,7.599,0,20.429,0.255
Mexico,MEX,1977,67.376,3.919,0,0,8.014,0,20.444,0.247
Mexico,MEX,1978,67.321,3.626,0,0,6.01,0,22.821,0.222
Mexico,MEX,1979,65.344,3.222,0,0,6.036,0,25.056,0.342
Mexico,MEX,1980,66.834,2.993,0,0,5.2,0,24.691,0.281
Mexico,MEX,1981,66.244,2.396,0,0,6.855,0,24.237,0.268
Mexico,MEX,1982,65.787,2.752,0,0,6.122,0,24.993,0.346
Mexico,MEX,1983,64.802,3.167,0,0,5.598,0,26.068,0.365
Mexico,MEX,1984,65.557,3.035,0,0,6.09,0,24.949,0.367
Mexico,MEX,1985,65.088,3.137,0,0,6.993,0,24.378,0.404
Mexico,MEX,1986,67.851,3.562,0,0,5.395,0,22.334,0.86
Mexico,MEX,1987,68.861,3.333,0,0,4.727,0,21.995,1.083
Mexico,MEX,1988,68.205,3.133,0,0,5.315,0,22.22,1.128
Mexico,MEX,1989,69.129,3.284,0,0.086,5.845,0,20.578,1.078
Mexico,MEX,1990,68.622,3.095,0,0.643,5.364,0,21.153,1.123
Mexico,MEX,1991,68.782,2.882,0,0.895,4.772,0,21.439,1.23
Mexico,MEX,1992,68.367,2.865,0.001,0.812,5.559,0,21.076,1.32
Mexico,MEX,1993,67.894,3.215,0.001,1.017,5.498,0,21.034,1.341
Mexico,MEX,1994,69.195,3.673,0.001,0.827,3.954,0.001,21.137,1.213
Mexico,MEX,1995,65.533,4.156,0.001,1.673,5.469,0.001,21.895,1.271
Mexico,MEX,1996,65.023,4.62,0.001,1.514,6.02,0.001,21.633,1.188
Mexico,MEX,1997,66.009,4.546,0.001,1.975,4.979,0.002,21.376,1.111
Mexico,MEX,1998,66.521,4.449,0.001,1.675,4.447,0.003,21.793,1.11
Mexico,MEX,1999,65.092,4.471,0.001,1.786,5.842,0.003,21.723,1.082
Mexico,MEX,2000,65.129,4.679,0.001,1.403,5.643,0.003,22.057,1.085
Mexico,MEX,2001,64.841,5.203,0.001,1.497,4.879,0.003,22.503,1.072
Mexico,MEX,2002,60.054,8.437,0.001,1.609,4.105,0.003,24.732,1.002
Mexico,MEX,2003,61.12,6.17,0.001,1.709,3.23,0.003,26.582,1.131
Mexico,MEX,2004,60.352,5.991,0.001,1.41,3.862,0.003,27.214,1.114
Mexico,MEX,2005,58.085,7.105,0.001,1.548,3.969,0.003,28.069,1.166
Mexico,MEX,2006,55.728,7.391,0.001,1.499,4.201,0.006,30.087,1.033
Mexico,MEX,2007,57.59,6.757,0.001,1.421,3.729,0.034,29.29,1.125
Mexico,MEX,2008,56.268,5.912,0.003,1.302,5.207,0.034,30.174,1.048
Mexico,MEX,2009,54.797,6.071,0.004,1.397,3.554,0.079,33.038,1.004
Mexico,MEX,2010,53.47,7.296,0.004,0.755,4.772,0.159,32.53,0.956
Mexico,MEX,2011,51.87,8.052,0.005,1.229,4.417,0.201,33.278,0.897
Mexico,MEX,2012,52.396,6.974,0.008,1.055,3.84,0.444,34.411,0.814
Mexico,MEX,2013,50.728,6.896,0.013,1.405,3.338,0.498,36.192,0.872
Mexico,MEX,2014,48.691,6.919,0.026,1.152,4.629,0.765,36.878,0.849
Mexico,MEX,2015,48.187,6.914,0.029,1.371,3.659,1.036,37.826,0.881
Mexico,MEX,2016,47.931,6.688,0.029,1.229,3.57,1.207,38.393,0.852
Mexico,MEX,2017,45.509,8.059,0.135,1.241,3.63,1.211,39.228,0.881
Mexico,MEX,2018,44.48,7.24,0.363,1.559,3.711,1.495,40.247,0.799
Mexico,MEX,2019,42.632,6.573,1.436,1.299,2.747,2.032,42.276,0.895
Morocco,MAR,1965,65.919,12.067,0,0,19.237,0,2.777,0
Morocco,MAR,1966,71.275,13.988,0,0,12.637,0,2.099,0
Morocco,MAR,1967,74.218,13.202,0,0,10.591,0,1.99,0
Morocco,MAR,1968,75.889,11.055,0,0,11.202,0,1.854,0
Morocco,MAR,1969,74.998,10.086,0,0,13.224,0,1.692,0
Morocco,MAR,1970,74.928,11.038,0,0,12.419,0,1.615,0
Morocco,MAR,1971,74.378,10.862,0,0,13.191,0,1.569,0
Morocco,MAR,1972,73.2,12.417,0,0,12.812,0,1.572,0
Morocco,MAR,1973,78.599,11.045,0,0,8.591,0,1.764,0
Morocco,MAR,1974,78.854,10.236,0,0,9.016,0,1.894,0
Morocco,MAR,1975,80.193,11.43,0,0,6.731,0,1.646,0
Morocco,MAR,1976,80.766,11.437,0,0,6.098,0,1.698,0
Morocco,MAR,1977,81.269,9.638,0,0,7.443,0,1.651,0
Morocco,MAR,1978,82.107,9.152,0,0,7.273,0,1.468,0
Morocco,MAR,1979,83.491,8.004,0,0,7.285,0,1.219,0
Morocco,MAR,1980,84.329,7.649,0,0,6.955,0,1.067,0
Morocco,MAR,1981,85.383,8.367,0,0,4.84,0,1.41,0
Morocco,MAR,1982,87.08,9.032,0,0,2.62,0,1.268,0
Morocco,MAR,1983,85.657,10.894,0,0,2.145,0,1.303,0
Morocco,MAR,1984,87.876,9.23,0,0,1.61,0,1.284,0
Morocco,MAR,1985,84.719,11.806,0,0,2.07,0,1.405,0
Morocco,MAR,1986,80.527,15.508,0,0,2.649,0,1.316,0
Morocco,MAR,1987,78.186,17.474,0,0,3.301,0,1.038,0
Morocco,MAR,1988,79.127,16.322,0,0,3.546,0,1.005,0
Morocco,MAR,1989,78.956,16.384,0,0,3.985,0,0.675,0
Morocco,MAR,1990,79.841,15.443,0,0,4.106,0,0.61,0
Morocco,MAR,1991,78.927,16.613,0,0,4.074,0,0.385,0
Morocco,MAR,1992,83.159,13.754,0,0,2.861,0,0.226,0
Morocco,MAR,1993,83.632,14.85,0,0,1.3,0,0.219,0
Morocco,MAR,1994,82.539,15.03,0,0,2.237,0,0.194,0
Morocco,MAR,1995,79.659,18.557,0,0,1.658,0,0.125,0
Morocco,MAR,1996,71.989,22.767,0,0,5.092,0,0.152,0
Morocco,MAR,1997,73.652,20.864,0,0,5.214,0,0.27,0
Morocco,MAR,1998,71.125,24.252,0,0,4.334,0,0.289,0
Morocco,MAR,1999,75.422,22.318,0,0,1.936,0,0.324,0
Morocco,MAR,2000,71.156,26.616,0,0,1.7,0.152,0.377,0
Morocco,MAR,2001,66.004,31.325,0,0,1.878,0.448,0.345,0
Morocco,MAR,2002,67.014,30.392,0,0,1.778,0.409,0.407,0
Morocco,MAR,2003,66.92,29.248,0,0,3.018,0.425,0.389,0
Morocco,MAR,2004,67.886,28.406,0,0,2.906,0.363,0.439,0
Morocco,MAR,2005,67.958,27.441,0,0,1.613,0.345,2.643,0
Morocco,MAR,2006,67.54,27.347,0,0,1.6,0.298,3.215,0
Morocco,MAR,2007,71.288,23.121,0,0,1.473,0.456,3.661,0
Morocco,MAR,2008,71.195,23.744,0,0,1.347,0.439,3.275,0
Morocco,MAR,2009,73.863,18.002,0,0,3.854,0.587,3.694,0
Morocco,MAR,2010,74.118,16.729,0,0,4.666,0.886,3.6,0
Morocco,MAR,2011,75.233,17,0,0,2.551,0.881,4.335,0
Morocco,MAR,2012,74.4,16.97,0,0,2.027,0.905,5.697,0
Morocco,MAR,2013,73.375,16.42,0,0,3.355,1.463,5.386,0
Morocco,MAR,2014,68.886,21.768,0,0,1.932,2.27,5.144,0
Morocco,MAR,2015,66.199,23.565,0.007,0,2.174,2.905,5.15,0
Morocco,MAR,2016,67.072,22.467,0.455,0,1.424,3.403,5.178,0
Morocco,MAR,2017,67.806,22.298,0.447,0,1.275,3.267,4.906,0
Morocco,MAR,2018,64.04,24.955,0.984,0,1.754,3.977,4.29,0
Morocco,MAR,2019,59.809,29.404,1.486,0,1.186,4.414,3.701,0
Netherlands,NLD,1965,71.481,24.895,0,0,0,0,3.624,0
Netherlands,NLD,1966,72.371,21.176,0,0,0,0,6.453,0
Netherlands,NLD,1967,69.959,19.257,0,0,0,0,10.784,0
Netherlands,NLD,1968,67.461,16.315,0,0.015,0,0,16.209,0
Netherlands,NLD,1969,65.981,12.446,0,0.15,0,0,21.424,0
Netherlands,NLD,1970,65.027,8.084,0,0.155,0,0,26.735,0
Netherlands,NLD,1971,60.911,5.789,0,0.162,0,0,33.138,0
Netherlands,NLD,1972,58.502,4.262,0,0.112,0,0,37.123,0
Netherlands,NLD,1973,56.761,4.072,0,0.358,0,0,38.809,0
Netherlands,NLD,1974,51.28,4.086,0,1.116,0,0,43.518,0
Netherlands,NLD,1975,50.162,3.412,0,1.127,0,0,45.029,0.271
Netherlands,NLD,1976,51.761,3.903,0,1.199,0,0,42.867,0.27
Netherlands,NLD,1977,50.585,4.163,0,1.17,0,0,43.808,0.273
Netherlands,NLD,1978,50.664,4.669,0,1.255,0,0,43.038,0.374
Netherlands,NLD,1979,52.838,4.309,0,1.044,0,0,41.478,0.331
Netherlands,NLD,1980,52.629,5.323,0,1.339,0,0,40.383,0.326
Netherlands,NLD,1981,51.652,6.218,0,1.23,0,0,40.536,0.365
Netherlands,NLD,1982,48.826,7.78,0,1.417,0,0,41.881,0.096
Netherlands,NLD,1983,46.048,7.996,0,1.299,0,0,44.574,0.084
Netherlands,NLD,1984,43.782,9.304,0,1.293,0,0,45.614,0.006
Netherlands,NLD,1985,42.939,8.984,0,1.317,0.001,0,46.61,0.149
Netherlands,NLD,1986,45.364,8.818,0,1.357,0.001,0,44.282,0.178
Netherlands,NLD,1987,44.768,9.113,0,1.121,0,0.001,44.776,0.221
Netherlands,NLD,1988,47.346,10.875,0,1.155,0.001,0.005,40.356,0.262
Netherlands,NLD,1989,46.506,10.731,0,1.257,0.012,0.007,41.205,0.282
Netherlands,NLD,1990,47.079,11.169,0,1.069,0.026,0.017,40.436,0.204
Netherlands,NLD,1991,44.349,10.093,0,0.997,0.031,0.026,44.279,0.225
Netherlands,NLD,1992,46.018,9.945,0,1.125,0.036,0.044,42.611,0.223
Netherlands,NLD,1993,45.095,9.951,0,1.159,0.027,0.051,43.463,0.253
Netherlands,NLD,1994,45.299,10.712,0,1.177,0.03,0.071,42.433,0.279
Netherlands,NLD,1995,45.931,10.635,0,1.146,0.025,0.09,41.882,0.29
Netherlands,NLD,1996,44.023,9.84,0.001,1.137,0.022,0.119,44.498,0.36
Netherlands,NLD,1997,46.568,9.742,0.001,0.67,0.026,0.132,42.454,0.407
Netherlands,NLD,1998,46.796,9.868,0.001,1.053,0.031,0.177,41.634,0.44
Netherlands,NLD,1999,48.283,8.759,0.001,1.071,0.025,0.18,41.179,0.5
Netherlands,NLD,2000,48.349,8.978,0.002,1.083,0.039,0.229,40.764,0.556
Netherlands,NLD,2001,48.817,9.205,0.003,1.05,0.031,0.218,40.052,0.623
Netherlands,NLD,2002,49.031,9.256,0.004,1.028,0.029,0.248,39.64,0.763
Netherlands,NLD,2003,48.774,9.511,0.008,1.041,0.019,0.342,39.646,0.66
Netherlands,NLD,2004,49.369,9.076,0.008,0.952,0.024,0.465,39.278,0.828
Netherlands,NLD,2005,51.347,8.491,0.008,0.97,0.021,0.501,37.382,1.28
Netherlands,NLD,2006,52.207,8.26,0.009,0.854,0.026,0.673,36.649,1.278
Netherlands,NLD,2007,52.828,8.852,0.009,1.01,0.026,0.827,35.132,0.968
Netherlands,NLD,2008,50.875,8.481,0.009,1.009,0.024,1.031,37.031,1.23
Netherlands,NLD,2009,49.316,8.115,0.011,1.037,0.024,1.119,38.478,1.492
Netherlands,NLD,2010,47.462,7.716,0.014,0.91,0.024,0.915,41.102,1.618
Netherlands,NLD,2011,50.187,7.952,0.024,0.986,0.014,1.214,37.588,1.686
Netherlands,NLD,2012,49.266,9.033,0.062,0.957,0.026,1.218,37.299,1.762
Netherlands,NLD,2013,48.251,9.317,0.129,0.724,0.029,1.41,38.278,1.492
Netherlands,NLD,2014,48.742,10.912,0.207,1.079,0.03,1.529,35.72,1.322
Netherlands,NLD,2015,47.008,13.112,0.29,1.056,0.024,1.955,34.888,1.277
Netherlands,NLD,2016,47.665,11.939,0.394,1.002,0.025,2.067,35.36,1.241
Netherlands,NLD,2017,46.482,10.847,0.562,0.867,0.015,2.694,36.875,1.172
Netherlands,NLD,2018,47.718,9.75,0.937,0.892,0.018,2.68,36.105,1.156
Netherlands,NLD,2019,47.103,7.59,1.317,0.993,0.019,2.909,37.775,1.43
New Zealand,NZL,1965,39.159,22.955,0,0,33.392,0,0,4.493
New Zealand,NZL,1966,40.814,21.018,0,0,33.903,0,0,4.264
New Zealand,NZL,1967,42.517,19.035,0,0,34.918,0,0,3.529
New Zealand,NZL,1968,42.718,17.517,0,0,35.825,0,0,3.941
New Zealand,NZL,1969,43.595,17.649,0,0,34.789,0,0,3.967
New Zealand,NZL,1970,46.017,15.861,0,0,34.018,0,0.687,3.418
New Zealand,NZL,1971,45.472,13.496,0,0,36.971,0,0.834,3.226
New Zealand,NZL,1972,45.867,12.957,0,0,36.734,0,1.417,3.025
New Zealand,NZL,1973,46.559,14.098,0,0,34.889,0,1.581,2.873
New Zealand,NZL,1974,44.444,14.402,0,0,34.833,0,2.285,4.036
New Zealand,NZL,1975,42.434,13.365,0,0,37.683,0,2.477,4.041
New Zealand,NZL,1976,42.171,13.322,0,0,33.903,0,6.808,3.796
New Zealand,NZL,1977,41.35,12.436,0,0,31.562,0,11.096,3.556
New Zealand,NZL,1978,40.122,11.618,0,0,34.006,0,10.602,3.652
New Zealand,NZL,1979,40.069,10.245,0,0,39.614,0,6.724,3.347
New Zealand,NZL,1980,38.379,10.51,0,0,41.482,0,6.09,3.539
New Zealand,NZL,1981,36.295,10.464,0,0,42.129,0,7.646,3.466
New Zealand,NZL,1982,35.069,9.912,0,0,37.863,0,13.744,3.411
New Zealand,NZL,1983,32.438,10.567,0,0,39.311,0,14.365,3.318
New Zealand,NZL,1984,31.21,9.316,0,0,38.443,0,17.599,3.432
New Zealand,NZL,1985,29.213,8.5,0,0,36.738,0,22.398,3.152
New Zealand,NZL,1986,24.773,9.016,0,0,38.017,0,25.16,3.034
New Zealand,NZL,1987,28.852,7.38,0,0,36.997,0,23.804,2.967
New Zealand,NZL,1988,26.995,7.689,0,0,37.252,0,25.197,2.868
New Zealand,NZL,1989,30.415,9.296,0,0,40.64,0,15.575,4.073
New Zealand,NZL,1990,28.602,7.647,0,0,35.358,0,24.415,3.978
New Zealand,NZL,1991,28.493,7.141,0,0,34.197,0,26.009,4.16
New Zealand,NZL,1992,29.108,7.85,0,0,31.45,0.001,27.474,4.117
New Zealand,NZL,1993,28.343,7.502,0,0,33.984,0.001,25.999,4.171
New Zealand,NZL,1994,30.881,6.733,0,0,35.487,0.001,23.138,3.759
New Zealand,NZL,1995,32.275,6.501,0,0,36.415,0.001,21.261,3.546
New Zealand,NZL,1996,32.282,6.311,0,0,34.107,0.011,23.869,3.42
New Zealand,NZL,1997,33.717,6.803,0,0,30.253,0.018,25.675,3.535
New Zealand,NZL,1998,34.231,6.199,0,0,32.911,0.029,22.619,4.011
New Zealand,NZL,1999,34.295,6.289,0,0,29.501,0.05,25.606,4.259
New Zealand,NZL,2000,33.588,5.712,0,0,30.149,0.148,26.109,4.293
New Zealand,NZL,2001,34.087,7.128,0,0,26.777,0.172,27.754,4.082
New Zealand,NZL,2002,34.038,6.887,0,0,29.507,0.184,25.616,3.767
New Zealand,NZL,2003,37.212,10.24,0,0,28.684,0.178,19.91,3.775
New Zealand,NZL,2004,36.115,10.253,0,0,31.848,0.423,17.604,3.758
New Zealand,NZL,2005,38.335,11.792,0,0,27.999,0.737,16.781,4.355
New Zealand,NZL,2006,38.379,11.512,0,0,27.876,0.736,16.898,4.599
New Zealand,NZL,2007,38.807,8.741,0.004,0,27.832,1.095,18.71,4.806
New Zealand,NZL,2008,39.047,10.818,0.004,0,26.076,1.235,17.29,5.519
New Zealand,NZL,2009,37.636,8.341,0.004,0,28.16,1.717,17.826,6.301
New Zealand,NZL,2010,36.838,6.969,0.004,0,27.955,1.851,19.108,7.256
New Zealand,NZL,2011,37.782,7.029,0.005,0,28.115,2.191,17.375,7.473
New Zealand,NZL,2012,36.968,8.709,0.005,0,25.336,2.301,19.18,7.473
New Zealand,NZL,2013,37.142,7.656,0.008,0,25.248,2.217,20.052,7.661
New Zealand,NZL,2014,36.134,6.748,0.019,0,25.295,2.3,21.322,8.164
New Zealand,NZL,2015,37.33,6.75,0.037,0,25.122,2.421,19.699,8.628
New Zealand,NZL,2016,37.94,5.552,0.057,0,26.234,2.359,19.306,8.54
New Zealand,NZL,2017,39.065,5.775,0.076,0,25.008,2.072,19.606,8.386
New Zealand,NZL,2018,39.594,6.048,0.099,0,26.191,2.06,17.673,8.321
New Zealand,NZL,2019,38.964,6.77,0.123,0,24.887,2.194,18.853,8.197
North America,,1965,45.624,21.031,0,0.068,5.58,0,27.468,0.228
North America,,1966,45.336,20.794,0,0.097,5.525,0,28.021,0.228
North America,,1967,45.619,19.724,0,0.128,5.822,0,28.487,0.22
North America,,1968,45.951,19.276,0,0.208,5.555,0,28.781,0.229
North America,,1969,45.886,18.313,0,0.212,5.868,0,29.494,0.227
North America,,1970,46.132,17.563,0,0.323,5.743,0,30.021,0.219
North America,,1971,46.675,16.269,0,0.584,5.916,0,30.337,0.218
North America,,1972,47.763,15.985,0,0.801,5.942,0,29.277,0.233
North America,,1973,48.289,16.404,0,1.233,5.848,0,27.984,0.241
North America,,1974,47.647,16.336,0,1.638,6.503,0,27.622,0.254
North America,,1975,47.94,16.686,0,2.413,6.512,0,26.197,0.252
North America,,1976,48.733,17.015,0,2.574,6.122,0,25.275,0.281
North America,,1977,49.691,17.179,0,3.32,5.318,0,24.205,0.288
North America,,1978,49.065,16.659,0,3.651,6.095,0,24.232,0.299
North America,,1979,47.709,17.762,0,3.387,6.11,0,24.719,0.313
North America,,1980,46.074,18.871,0,3.461,6.297,0,24.966,0.331
North America,,1981,44.397,19.882,0,3.83,6.524,0,25.012,0.354
North America,,1982,43.696,20.023,0,4.087,7.253,0,24.578,0.363
North America,,1983,43.361,20.899,0,4.373,7.645,0,23.315,0.406
North America,,1984,42.584,21.331,0,4.605,7.39,0,23.634,0.456
North America,,1985,42.407,21.685,0,5.366,7.155,0,22.929,0.459
North America,,1986,43.747,21.267,0,5.835,7.237,0,21.407,0.506
North America,,1987,43.335,21.486,0,6.194,6.577,0,21.858,0.55
North America,,1988,43.158,21.567,0,6.801,5.949,0,21.997,0.528
North America,,1989,42.483,21.314,0.003,6.637,6.154,0.022,22.794,0.594
North America,,1990,41.69,21.309,0.004,7.098,6.368,0.029,22.745,0.692
North America,,1991,40.849,21.059,0.005,7.619,6.412,0.031,23.218,0.731
North America,,1992,40.993,20.88,0.004,7.517,6.066,0.03,23.65,0.773
North America,,1993,40.47,21.073,0.005,7.421,6.294,0.031,23.824,0.784
North America,,1994,40.75,20.771,0.005,7.697,5.952,0.035,23.915,0.767
North America,,1995,39.785,20.611,0.005,7.827,6.467,0.031,24.423,0.738
North America,,1996,39.856,20.858,0.005,7.539,6.825,0.031,24.076,0.731
North America,,1997,40.209,21.149,0.005,6.961,6.748,0.031,24.061,0.737
North America,,1998,40.77,21.294,0.005,7.242,6.216,0.029,23.595,0.741
North America,,1999,40.973,20.827,0.005,7.649,6.251,0.042,23.409,0.734
North America,,2000,40.511,21.252,0.005,7.68,5.822,0.052,23.836,0.719
North America,,2001,41.405,21.224,0.005,7.99,5.095,0.064,23.342,0.739
North America,,2002,40.675,21.042,0.006,7.906,5.519,0.095,23.83,0.767
North America,,2003,41.252,21.216,0.006,7.68,5.409,0.104,23.36,0.758
North America,,2004,41.905,20.851,0.006,7.815,5.267,0.128,23.012,0.749
North America,,2005,41.791,21.119,0.006,7.697,5.457,0.163,22.71,0.748
North America,,2006,41.53,20.949,0.007,7.792,5.564,0.244,22.72,0.744
North America,,2007,40.908,20.884,0.009,7.747,5.191,0.309,23.651,0.741
North America,,2008,39.377,20.91,0.014,7.867,5.508,0.495,24.315,0.738
North America,,2009,39.24,19.27,0.019,8.096,5.739,0.704,25.234,0.771
North America,,2010,38.796,19.819,0.027,7.833,5.351,0.875,25.502,0.769
North America,,2011,38.292,18.745,0.044,7.694,5.992,1.096,26.25,0.768
North America,,2012,38.396,16.992,0.084,7.635,5.74,1.315,27.894,0.792
North America,,2013,37.84,17.133,0.143,7.66,5.563,1.498,28.146,0.803
North America,,2014,37.612,16.896,0.252,7.625,5.405,1.618,28.563,0.806
North America,,2015,38.421,14.889,0.341,7.615,5.277,1.827,29.542,0.809
North America,,2016,38.765,13.682,0.469,7.636,5.412,2.154,29.699,0.807
North America,,2017,38.767,13.369,0.652,7.547,5.693,2.354,29.451,0.798
North America,,2018,38.359,12.31,0.77,7.317,5.377,2.444,31.352,0.752
North America,,2019,38.41,10.642,0.957,7.369,5.176,2.713,32.659,0.741
North Macedonia,MKD,1990,43.085,52.303,0,0,4.612,0,0,0
North Macedonia,MKD,1991,38.935,53.024,0,0,8.041,0,0,0
North Macedonia,MKD,1992,40.841,51.33,0,0,7.83,0,0,0
North Macedonia,MKD,1993,43.784,51.412,0,0,4.804,0,0,0
North Macedonia,MKD,1994,36.253,56.929,0,0,6.818,0,0,0
North Macedonia,MKD,1995,33.869,58.326,0,0,7.805,0,0,0
North Macedonia,MKD,1996,44.311,48.562,0,0,7.127,0,0,0
North Macedonia,MKD,1997,41.221,50.404,0,0,8.375,0,0,0
North Macedonia,MKD,1998,32.834,57.68,0,0,8.919,0,0.568,0
North Macedonia,MKD,1999,34.337,52.602,0,0,11.962,0,1.098,0
North Macedonia,MKD,2000,36.78,50.738,0,0,10.608,0,1.875,0
North Macedonia,MKD,2001,31.929,59.447,0,0,5.975,0,2.649,0
North Macedonia,MKD,2002,36.929,52.936,0,0,7.353,0,2.781,0
North Macedonia,MKD,2003,31.784,54.218,0,0,11.796,0,2.203,0
North Macedonia,MKD,2004,32.813,52.206,0,0,12.81,0,2.171,0
North Macedonia,MKD,2005,32.773,52.546,0,0,12.43,0,2.252,0
North Macedonia,MKD,2006,33.925,50.258,0,0,13.444,0,2.373,0
North Macedonia,MKD,2007,36.959,51.787,0,0,8.212,0,3.041,0
North Macedonia,MKD,2008,34.47,54.887,0,0,7.02,0,3.576,0
North Macedonia,MKD,2009,36.698,50.088,0,0,10.732,0,2.411,0
North Macedonia,MKD,2010,32.771,44.972,0,0,18.931,0,3.311,0
North Macedonia,MKD,2011,33.868,51.229,0.009,0,11.063,0,3.821,0
North Macedonia,MKD,2012,35.221,51.886,0.023,0,8.595,0,4.266,0
North Macedonia,MKD,2013,35.914,45.346,0.078,0,13.581,0,5.046,0
North Macedonia,MKD,2014,38.34,45.145,0.132,0,11.065,0.648,4.657,0
North Macedonia,MKD,2015,39.144,38.764,0.196,0,16.191,1.048,4.468,0.176
North Macedonia,MKD,2016,42.343,33.696,0.197,0,15.781,0.911,6.771,0.3
North Macedonia,MKD,2017,41.736,38.143,0.203,0,9.507,0.946,9.018,0.441
North Macedonia,MKD,2018,40.171,34.643,0.195,0,15.33,0.833,8.361,0.463
North Macedonia,MKD,2019,40.681,39.51,0.185,0,9.272,0.811,9.098,0.439
Norway,NOR,1965,29.2,4.298,0,0,66.502,0,0,0
Norway,NOR,1966,32.167,3.862,0,0,63.971,0,0,0
Norway,NOR,1967,31.035,3.778,0,0,65.187,0,0,0
Norway,NOR,1968,30.823,3.434,0,0,65.743,0,0,0
Norway,NOR,1969,33.762,3.812,0,0,62.426,0,0,0
Norway,NOR,1970,36.265,3.715,0,0,60.02,0,0,0
