Entity,Code,Year,Fossil fuels (% sub energy),Renewables (% sub energy),Nuclear (% sub energy)
Algeria,DZA,1991,99.739,0.261,0
Algeria,DZA,1992,99.827,0.173,0
Algeria,DZA,1993,99.671,0.329,0
Algeria,DZA,1994,99.847,0.153,0
Algeria,DZA,1995,99.829,0.171,0
Algeria,DZA,1996,99.879,0.121,0
Algeria,DZA,1997,99.93,0.07,0
Algeria,DZA,1998,99.806,0.194,0
Algeria,DZA,1999,99.819,0.181,0
Algeria,DZA,2000,99.95,0.05,0
Algeria,DZA,2001,99.939,0.061,0
Algeria,DZA,2002,99.951,0.049,0
Algeria,DZA,2003,99.786,0.214,0
Algeria,DZA,2004,99.806,0.194,0
Algeria,DZA,2005,99.592,0.408,0
Algeria,DZA,2006,99.847,0.153,0
Algeria,DZA,2007,99.85,0.15,0
Algeria,DZA,2008,99.824,0.176,0
Algeria,DZA,2009,99.8,0.2,0
Algeria,DZA,2010,99.891,0.109,0
Algeria,DZA,2011,99.779,0.221,0
Algeria,DZA,2012,99.789,0.211,0
Algeria,DZA,2013,99.939,0.061,0
Algeria,DZA,2014,99.89,0.11,0
Algeria,DZA,2015,99.909,0.091,0
Algeria,DZA,2016,99.863,0.137,0
Algeria,DZA,2017,99.768,0.232,0
Algeria,DZA,2018,99.73,0.27,0
Algeria,DZA,2019,99.727,0.273,0
Argentina,ARG,1965,98.914,1.086,0
Argentina,ARG,1966,98.935,1.065,0
Argentina,ARG,1967,98.941,1.059,0
Argentina,ARG,1968,98.793,1.207,0
Argentina,ARG,1969,98.953,1.047,0
Argentina,ARG,1970,98.679,1.321,0
Argentina,ARG,1971,98.763,1.237,0
Argentina,ARG,1972,98.804,1.196,0
Argentina,ARG,1973,97.775,2.225,0
Argentina,ARG,1974,95.717,3.557,0.726
Argentina,ARG,1975,94.415,3.777,1.809
Argentina,ARG,1976,94.797,3.45,1.753
Argentina,ARG,1977,95.136,3.796,1.068
Argentina,ARG,1978,93.157,4.991,1.852
Argentina,ARG,1979,91.9,6.477,1.623
Argentina,ARG,1980,89.398,9.19,1.412
Argentina,ARG,1981,88.999,9.238,1.763
Argentina,ARG,1982,88.045,10.812,1.143
Argentina,ARG,1983,87.151,10.857,1.992
Argentina,ARG,1984,85.571,11.709,2.72
Argentina,ARG,1985,84.073,12.463,3.463
Argentina,ARG,1986,85.401,11.491,3.108
Argentina,ARG,1987,85.205,11.428,3.366
Argentina,ARG,1988,89.235,7.786,2.979
Argentina,ARG,1989,90.292,7.008,2.699
Argentina,ARG,1990,86.326,9.733,3.941
Argentina,ARG,1991,87.116,8.733,4.15
Argentina,ARG,1992,86.587,9.89,3.523
Argentina,ARG,1993,84.861,11.404,3.735
Argentina,ARG,1994,82.811,13.293,3.897
Argentina,ARG,1995,83.792,12.995,3.213
Argentina,ARG,1996,85.662,11.17,3.167
Argentina,ARG,1997,82.301,14.3,3.399
Argentina,ARG,1998,83.371,13.559,3.07
Argentina,ARG,1999,85.544,11.463,2.993
Argentina,ARG,2000,83.433,14.066,2.501
Argentina,ARG,2001,79.819,17.31,2.871
Argentina,ARG,2002,79.538,17.992,2.471
Argentina,ARG,2003,81.235,15.791,2.974
Argentina,ARG,2004,83.594,13.488,2.918
Argentina,ARG,2005,83.634,13.991,2.375
Argentina,ARG,2006,82.687,14.79,2.523
Argentina,ARG,2007,85.497,12.247,2.256
Argentina,ARG,2008,85.921,11.832,2.247
Argentina,ARG,2009,84.377,13.103,2.52
Argentina,ARG,2010,84.852,13.051,2.097
Argentina,ARG,2011,85.348,12.836,1.815
Argentina,ARG,2012,86.203,12.042,1.755
Argentina,ARG,2013,85.737,12.64,1.623
Argentina,ARG,2014,85.668,12.892,1.441
Argentina,ARG,2015,85.299,12.913,1.788
Argentina,ARG,2016,85.934,11.968,2.097
Argentina,ARG,2017,85.326,13.138,1.536
Argentina,ARG,2018,84.901,13.363,1.736
Argentina,ARG,2019,84.271,13.556,2.173
Australia,AUS,1965,94.528,5.472,0
Australia,AUS,1966,95.234,4.766,0
Australia,AUS,1967,95.349,4.651,0
Australia,AUS,1968,95.428,4.572,0
Australia,AUS,1969,95.218,4.782,0
Australia,AUS,1970,94.9,5.1,0
Australia,AUS,1971,94.52,5.48,0
Australia,AUS,1972,94.732,5.268,0
Australia,AUS,1973,94.743,5.257,0
Australia,AUS,1974,94.398,5.602,0
Australia,AUS,1975,94.076,5.924,0
Australia,AUS,1976,94.552,5.448,0
Australia,AUS,1977,95.045,4.955,0
Australia,AUS,1978,94.782,5.218,0
Australia,AUS,1979,95.119,4.881,0
Australia,AUS,1980,95.42,4.58,0
Australia,AUS,1981,95.32,4.68,0
Australia,AUS,1982,95.64,4.36,0
Australia,AUS,1983,95.889,4.111,0
Australia,AUS,1984,95.743,4.257,0
Australia,AUS,1985,95.518,4.482,0
Australia,AUS,1986,95.637,4.363,0
Australia,AUS,1987,95.869,4.131,0
Australia,AUS,1988,95.777,4.223,0
Australia,AUS,1989,95.972,4.028,0
Australia,AUS,1990,95.922,4.078,0
Australia,AUS,1991,95.669,4.331,0
Australia,AUS,1992,95.648,4.352,0
Australia,AUS,1993,95.654,4.346,0
Australia,AUS,1994,95.871,4.129,0
Australia,AUS,1995,96.069,3.931,0
Australia,AUS,1996,96.058,3.942,0
Australia,AUS,1997,96.146,3.854,0
Australia,AUS,1998,96.246,3.754,0
Australia,AUS,1999,96.283,3.717,0
Australia,AUS,2000,96.291,3.709,0
Australia,AUS,2001,96.406,3.594,0
Australia,AUS,2002,96.341,3.659,0
Australia,AUS,2003,96.275,3.725,0
Australia,AUS,2004,96.284,3.716,0
Australia,AUS,2005,96.029,3.971,0
Australia,AUS,2006,96.146,3.854,0
Australia,AUS,2007,96.19,3.81,0
Australia,AUS,2008,96.148,3.852,0
Australia,AUS,2009,95.689,4.311,0
Australia,AUS,2010,94.963,5.037,0
Australia,AUS,2011,93.707,6.293,0
Australia,AUS,2012,93.859,6.141,0
Australia,AUS,2013,93.14,6.86,0
Australia,AUS,2014,93.756,6.244,0
Australia,AUS,2015,93.496,6.504,0
Australia,AUS,2016,92.793,7.207,0
Australia,AUS,2017,93.115,6.885,0
Australia,AUS,2018,91.647,8.353,0
Australia,AUS,2019,91.433,8.567,0
Austria,AUT,1965,76.06,23.94,0
Austria,AUT,1966,75.34,24.66,0
Austria,AUT,1967,75.069,24.931,0
Austria,AUT,1968,76.058,23.942,0
Austria,AUT,1969,78.788,21.212,0
Austria,AUT,1970,76.376,23.624,0
Austria,AUT,1971,81.316,18.684,0
Austria,AUT,1972,81.44,18.56,0
Austria,AUT,1973,80.811,19.189,0
Austria,AUT,1974,77.379,22.621,0
Austria,AUT,1975,76.121,23.879,0
Austria,AUT,1976,80.11,19.89,0
Austria,AUT,1977,75.891,24.109,0
Austria,AUT,1978,76.885,23.115,0
Austria,AUT,1979,75.394,24.606,0
Austria,AUT,1980,74.383,25.617,0
Austria,AUT,1981,71.997,28.003,0
Austria,AUT,1982,70.985,29.015,0
Austria,AUT,1983,71.182,28.818,0
Austria,AUT,1984,74.516,25.484,0
Austria,AUT,1985,72.18,27.82,0
Austria,AUT,1986,71.188,28.812,0
Austria,AUT,1987,69.198,30.802,0
Austria,AUT,1988,68.677,31.323,0
Austria,AUT,1989,68.998,31.002,0
Austria,AUT,1990,72.455,27.545,0
Austria,AUT,1991,73.743,26.257,0
Austria,AUT,1992,70.395,29.605,0
Austria,AUT,1993,69.368,30.632,0
Austria,AUT,1994,70.13,29.87,0
Austria,AUT,1995,69.943,30.057,0
Austria,AUT,1996,72.43,27.57,0
Austria,AUT,1997,71.447,28.553,0
Austria,AUT,1998,70.985,29.015,0
Austria,AUT,1999,69.198,30.802,0
Austria,AUT,2000,68.504,31.496,0
Austria,AUT,2001,70.611,29.389,0
Austria,AUT,2002,71.097,28.903,0
Austria,AUT,2003,76.133,23.867,0
Austria,AUT,2004,73.738,26.262,0
Austria,AUT,2005,73.453,26.547,0
Austria,AUT,2006,72.863,27.137,0
Austria,AUT,2007,70.595,29.405,0
Austria,AUT,2008,70.169,29.831,0
Austria,AUT,2009,67.33,32.67,0
Austria,AUT,2010,70.016,29.984,0
Austria,AUT,2011,70.927,29.073,0
Austria,AUT,2012,65.858,34.142,0
Austria,AUT,2013,66.523,33.477,0
Austria,AUT,2014,65.229,34.771,0
Austria,AUT,2015,66.893,33.107,0
Austria,AUT,2016,66.232,33.768,0
Austria,AUT,2017,67.29,32.71,0
Austria,AUT,2018,67.434,32.566,0
Austria,AUT,2019,66.298,33.702,0
Azerbaijan,AZE,1985,98.445,1.555,0
Azerbaijan,AZE,1986,99.115,0.885,0
Azerbaijan,AZE,1987,99.087,0.913,0
Azerbaijan,AZE,1988,99.208,0.792,0
Azerbaijan,AZE,1989,99.223,0.777,0
Azerbaijan,AZE,1990,98.229,1.771,0
Azerbaijan,AZE,1991,98.044,1.956,0
Azerbaijan,AZE,1992,97.731,2.269,0
Azerbaijan,AZE,1993,96.365,3.635,0
Azerbaijan,AZE,1994,97.017,2.983,0
Azerbaijan,AZE,1995,97.303,2.697,0
Azerbaijan,AZE,1996,96.75,3.25,0
Azerbaijan,AZE,1997,96.219,3.781,0
Azerbaijan,AZE,1998,95.706,4.294,0
Azerbaijan,AZE,1999,96.673,3.327,0
Azerbaijan,AZE,2000,96.754,3.246,0
Azerbaijan,AZE,2001,97.163,2.837,0
Azerbaijan,AZE,2002,95.567,4.433,0
Azerbaijan,AZE,2003,95.021,4.979,0
Azerbaijan,AZE,2004,95.134,4.866,0
Azerbaijan,AZE,2005,95.128,4.872,0
Azerbaijan,AZE,2006,95.883,4.117,0
Azerbaijan,AZE,2007,95.754,4.246,0
Azerbaijan,AZE,2008,96.055,3.945,0
Azerbaijan,AZE,2009,95.406,4.594,0
Azerbaijan,AZE,2010,93.094,6.906,0
Azerbaijan,AZE,2011,95.21,4.79,0
Azerbaijan,AZE,2012,96.855,3.145,0
Azerbaijan,AZE,2013,97.399,2.601,0
Azerbaijan,AZE,2014,97.735,2.265,0
Azerbaijan,AZE,2015,97.429,2.571,0
Azerbaijan,AZE,2016,96.875,3.125,0
Azerbaijan,AZE,2017,97.155,2.845,0
Azerbaijan,AZE,2018,97.135,2.865,0
Azerbaijan,AZE,2019,97.52,2.48,0
Bangladesh,BGD,1971,100,0,0
Bangladesh,BGD,1972,96.94,3.06,0
Bangladesh,BGD,1973,95.314,4.686,0
Bangladesh,BGD,1974,96.671,3.329,0
Bangladesh,BGD,1975,94.738,5.262,0
Bangladesh,BGD,1976,94.804,5.196,0
Bangladesh,BGD,1977,95.522,4.478,0
Bangladesh,BGD,1978,95.189,4.811,0
Bangladesh,BGD,1979,94.961,5.039,0
Bangladesh,BGD,1980,95.56,4.44,0
Bangladesh,BGD,1981,95.273,4.727,0
Bangladesh,BGD,1982,96.417,3.583,0
Bangladesh,BGD,1983,95.411,4.589,0
Bangladesh,BGD,1984,94.243,5.757,0
Bangladesh,BGD,1985,95.736,4.264,0
Bangladesh,BGD,1986,97.617,2.383,0
Bangladesh,BGD,1987,97.519,2.481,0
Bangladesh,BGD,1988,97.091,2.909,0
Bangladesh,BGD,1989,96.32,3.68,0
Bangladesh,BGD,1990,96.668,3.332,0
Bangladesh,BGD,1991,96.726,3.274,0
Bangladesh,BGD,1992,97.149,2.851,0
Bangladesh,BGD,1993,98.021,1.979,0
Bangladesh,BGD,1994,97.401,2.599,0
Bangladesh,BGD,1995,99.035,0.965,0
Bangladesh,BGD,1996,98.168,1.832,0
Bangladesh,BGD,1997,98.304,1.696,0
Bangladesh,BGD,1998,98.084,1.916,0
Bangladesh,BGD,1999,98.176,1.824,0
Bangladesh,BGD,2000,98.47,1.53,0
Bangladesh,BGD,2001,98.237,1.763,0
Bangladesh,BGD,2002,98.719,1.281,0
Bangladesh,BGD,2003,98.798,1.202,0
Bangladesh,BGD,2004,98.844,1.156,0
Bangladesh,BGD,2005,98.933,1.067,0
Bangladesh,BGD,2006,99.016,0.984,0
Bangladesh,BGD,2007,99.041,0.959,0
Bangladesh,BGD,2008,98.851,1.149,0
Bangladesh,BGD,2009,99.519,0.481,0
Bangladesh,BGD,2010,99.187,0.813,0
Bangladesh,BGD,2011,99.106,0.894,0
Bangladesh,BGD,2012,99.225,0.775,0
Bangladesh,BGD,2013,99.26,0.74,0
Bangladesh,BGD,2014,99.395,0.605,0
Bangladesh,BGD,2015,99.238,0.762,0
Bangladesh,BGD,2016,99.252,0.748,0
Bangladesh,BGD,2017,99.149,0.851,0
Bangladesh,BGD,2018,99.29,0.71,0
Bangladesh,BGD,2019,99.363,0.637,0
Belarus,BLR,1985,99.986,0.014,0
Belarus,BLR,1986,99.988,0.012,0
Belarus,BLR,1987,99.988,0.012,0
Belarus,BLR,1988,99.988,0.012,0
Belarus,BLR,1989,99.988,0.012,0
Belarus,BLR,1990,99.988,0.012,0
Belarus,BLR,1991,99.989,0.011,0
Belarus,BLR,1992,99.989,0.011,0
Belarus,BLR,1993,99.984,0.016,0
Belarus,BLR,1994,99.981,0.019,0
Belarus,BLR,1995,99.978,0.022,0
Belarus,BLR,1996,99.983,0.017,0
Belarus,BLR,1997,99.978,0.022,0
Belarus,BLR,1998,99.97,0.03,0
Belarus,BLR,1999,99.979,0.021,0
Belarus,BLR,2000,99.971,0.029,0
Belarus,BLR,2001,99.967,0.033,0
Belarus,BLR,2002,99.969,0.031,0
Belarus,BLR,2003,99.97,0.03,0
Belarus,BLR,2004,99.968,0.032,0
Belarus,BLR,2005,99.965,0.035,0
Belarus,BLR,2006,99.967,0.033,0
Belarus,BLR,2007,99.955,0.045,0
Belarus,BLR,2008,99.909,0.064,0
Belarus,BLR,2009,99.819,0.098,0
Belarus,BLR,2010,99.759,0.112,0
Belarus,BLR,2011,99.773,0.121,0
Belarus,BLR,2012,99.759,0.137,0
Belarus,BLR,2013,99.703,0.204,0
Belarus,BLR,2014,99.722,0.181,0
Belarus,BLR,2015,99.679,0.238,0
Belarus,BLR,2016,99.609,0.315,0
Belarus,BLR,2017,99.287,0.638,0
Belarus,BLR,2018,99.37,0.555,0
Belarus,BLR,2019,99.365,0.56,0
Belgium,BEL,1965,99.817,0.183,0
Belgium,BEL,1966,99.787,0.209,0.004
Belgium,BEL,1967,99.779,0.158,0.063
Belgium,BEL,1968,99.818,0.146,0.036
Belgium,BEL,1969,99.863,0.125,0.012
Belgium,BEL,1970,99.844,0.127,0.029
Belgium,BEL,1971,99.93,0.07,0
Belgium,BEL,1972,99.906,0.089,0.005
Belgium,BEL,1973,99.823,0.14,0.037
Belgium,BEL,1974,99.75,0.176,0.075
Belgium,BEL,1975,96.216,0.143,3.641
Belgium,BEL,1976,94.837,0.084,5.079
Belgium,BEL,1977,93.729,0.238,6.033
Belgium,BEL,1978,93.709,0.234,6.057
Belgium,BEL,1979,94.375,0.258,5.366
Belgium,BEL,1980,93.548,0.284,6.168
Belgium,BEL,1981,93.005,0.347,6.647
Belgium,BEL,1982,91.328,0.205,8.467
Belgium,BEL,1983,86.339,0.2,13.461
Belgium,BEL,1984,84.972,0.2,14.827
Belgium,BEL,1985,82.1,0.174,17.726
Belgium,BEL,1986,80.204,0.229,19.567
Belgium,BEL,1987,79.484,0.278,20.237
Belgium,BEL,1988,79.362,0.259,20.38
Belgium,BEL,1989,80.423,0.236,19.341
Belgium,BEL,1990,80.836,0.246,18.918
Belgium,BEL,1991,81.424,0.229,18.346
Belgium,BEL,1992,81.066,0.265,18.669
Belgium,BEL,1993,81.475,0.221,18.303
Belgium,BEL,1994,82.951,0.248,16.801
Belgium,BEL,1995,82.772,0.274,16.954
Belgium,BEL,1996,83.072,0.216,16.711
Belgium,BEL,1997,81.661,0.225,18.114
Belgium,BEL,1998,82.424,0.284,17.292
Belgium,BEL,1999,81.167,0.321,18.512
Belgium,BEL,2000,81.83,0.386,17.785
Belgium,BEL,2001,82.457,0.398,17.145
Belgium,BEL,2002,82.103,0.42,17.477
Belgium,BEL,2003,82.839,0.421,16.74
Belgium,BEL,2004,82.923,0.524,16.554
Belgium,BEL,2005,82.519,0.741,16.74
Belgium,BEL,2006,82.702,1.03,16.269
Belgium,BEL,2007,82.185,1.201,16.614
Belgium,BEL,2008,83.176,1.487,15.337
Belgium,BEL,2009,80.936,2.157,16.907
Belgium,BEL,2010,81.271,2.705,16.024
Belgium,BEL,2011,79.257,3.553,17.19
Belgium,BEL,2012,80.71,4.438,14.852
Belgium,BEL,2013,80.037,4.732,15.232
Belgium,BEL,2014,81.761,5.397,12.841
Belgium,BEL,2015,84.388,5.865,9.747
Belgium,BEL,2016,79.361,5.642,14.997
Belgium,BEL,2017,79.578,6.121,14.301
Belgium,BEL,2018,83.427,6.689,9.884
Belgium,BEL,2019,78.684,6.937,14.379
Brazil,BRA,1965,73.681,26.319,0
Brazil,BRA,1966,73.614,26.386,0
Brazil,BRA,1967,73.359,26.641,0
Brazil,BRA,1968,75.615,24.385,0
Brazil,BRA,1969,76.099,23.901,0
Brazil,BRA,1970,74.318,25.423,0
Brazil,BRA,1971,74.398,25.274,0
Brazil,BRA,1972,73.836,25.726,0
Brazil,BRA,1973,75.092,24.618,0
Brazil,BRA,1974,74.295,25.542,0
Brazil,BRA,1975,73.259,26.609,0
Brazil,BRA,1976,72.125,27.747,0
Brazil,BRA,1977,70.239,29.318,0
Brazil,BRA,1978,69.785,29.268,0
Brazil,BRA,1979,67.96,30.743,0
Brazil,BRA,1980,65.207,33.278,0
Brazil,BRA,1981,63.918,34.638,0
Brazil,BRA,1982,62.331,35.656,0
Brazil,BRA,1983,59.581,37.685,0
Brazil,BRA,1984,57.846,38.505,0.373
Brazil,BRA,1985,56.774,38.72,0.722
Brazil,BRA,1986,58.143,37.149,0.029
Brazil,BRA,1987,58.423,36.762,0.189
Brazil,BRA,1988,57.272,37.893,0.114
Brazil,BRA,1989,56.481,38.184,0.336
Brazil,BRA,1990,55.723,43.859,0.417
Brazil,BRA,1991,55.301,44.44,0.259
Brazil,BRA,1992,56.222,43.476,0.302
Brazil,BRA,1993,56.201,43.727,0.073
Brazil,BRA,1994,56.854,43.138,0.009
Brazil,BRA,1995,56.701,42.923,0.375
Brazil,BRA,1996,57.003,42.655,0.342
Brazil,BRA,1997,57.517,42.06,0.423
Brazil,BRA,1998,57.445,42.135,0.42
Brazil,BRA,1999,57.791,41.706,0.503
Brazil,BRA,2000,57.39,41.859,0.752
Brazil,BRA,2001,60.381,37.819,1.799
Brazil,BRA,2002,58.828,39.48,1.692
Brazil,BRA,2003,57.466,40.939,1.595
Brazil,BRA,2004,57.772,40.915,1.314
Brazil,BRA,2005,57.163,41.76,1.077
Brazil,BRA,2006,56.907,41.636,1.458
Brazil,BRA,2007,55.785,42.989,1.226
Brazil,BRA,2008,56.665,42.015,1.32
Brazil,BRA,2009,53.828,44.945,1.226
Brazil,BRA,2010,55.891,42.868,1.241
Brazil,BRA,2011,56.277,42.45,1.272
Brazil,BRA,2012,58.099,40.629,1.272
Brazil,BRA,2013,60.476,38.35,1.174
Brazil,BRA,2014,61.466,37.398,1.136
Brazil,BRA,2015,60.271,38.632,1.097
Brazil,BRA,2016,57.328,41.467,1.205
Brazil,BRA,2017,57.676,41.15,1.174
Brazil,BRA,2018,55.054,43.79,1.156
Brazil,BRA,2019,53.822,45.017,1.162
Bulgaria,BGR,1965,95.354,4.646,0
Bulgaria,BGR,1966,95.645,4.355,0
Bulgaria,BGR,1967,96.23,3.77,0
Bulgaria,BGR,1968,97.825,2.175,0
Bulgaria,BGR,1969,97.25,2.75,0
Bulgaria,BGR,1970,97.139,2.861,0
Bulgaria,BGR,1971,97.23,2.77,0
Bulgaria,BGR,1972,97.401,2.599,0
Bulgaria,BGR,1973,96.931,3.069,0
Bulgaria,BGR,1974,96.513,2.411,1.076
Bulgaria,BGR,1975,94.746,2.574,2.68
Bulgaria,BGR,1976,92.125,2.929,4.946
Bulgaria,BGR,1977,91.141,3.321,5.538
Bulgaria,BGR,1978,91.988,2.643,5.369
Bulgaria,BGR,1979,91.691,2.899,5.41
Bulgaria,BGR,1980,91.808,3.079,5.113
Bulgaria,BGR,1981,89.273,3.047,7.68
Bulgaria,BGR,1982,88.66,2.507,8.833
Bulgaria,BGR,1983,87.2,2.739,10.061
Bulgaria,BGR,1984,86.859,2.678,10.463
Bulgaria,BGR,1985,87.283,1.851,10.866
Bulgaria,BGR,1986,88.324,1.886,9.789
Bulgaria,BGR,1987,87.948,2.042,10.01
Bulgaria,BGR,1988,85.341,2.043,12.616
Bulgaria,BGR,1989,86.301,2.136,11.562
Bulgaria,BGR,1990,85.764,1.616,12.62
Bulgaria,BGR,1991,83.441,2.587,13.972
Bulgaria,BGR,1992,84.627,2.329,13.043
Bulgaria,BGR,1993,83.094,2.063,14.843
Bulgaria,BGR,1994,81.452,1.62,16.928
Bulgaria,BGR,1995,79.87,2.38,17.75
Bulgaria,BGR,1996,78.397,3.003,18.601
Bulgaria,BGR,1997,77.666,3,19.335
Bulgaria,BGR,1998,77.333,3.511,19.157
Bulgaria,BGR,1999,75.951,3.566,20.483
Bulgaria,BGR,2000,73.152,3.442,23.406
Bulgaria,BGR,2001,73.873,2.132,23.996
Bulgaria,BGR,2002,71.873,2.753,25.374
Bulgaria,BGR,2003,75.415,3.667,20.919
Bulgaria,BGR,2004,75.192,3.934,20.874
Bulgaria,BGR,2005,73.755,4.956,21.289
Bulgaria,BGR,2006,73.701,4.715,21.584
Bulgaria,BGR,2007,80.049,3.318,16.633
Bulgaria,BGR,2008,78.504,3.399,18.089
Bulgaria,BGR,2009,75.315,4.831,19.824
Bulgaria,BGR,2010,73.787,7.188,18.937
Bulgaria,BGR,2011,76.418,4.566,18.929
Bulgaria,BGR,2012,73.919,6.465,19.156
Bulgaria,BGR,2013,71.829,9.036,18.486
Bulgaria,BGR,2014,71.056,9.003,19.333
Bulgaria,BGR,2015,71.761,9.977,17.503
Bulgaria,BGR,2016,71.763,8.492,18.852
Bulgaria,BGR,2017,73.917,7.126,18.069
Bulgaria,BGR,2018,69.674,10.771,18.676
Bulgaria,BGR,2019,70.059,9.203,19.769
Canada,CAN,1965,75.993,23.981,0.026
Canada,CAN,1966,74.963,25.004,0.033
Canada,CAN,1967,75.534,24.438,0.028
Canada,CAN,1968,76.505,23.338,0.157
Canada,CAN,1969,75.563,24.352,0.086
Canada,CAN,1970,75.972,23.871,0.157
Canada,CAN,1971,75.596,23.779,0.625
Canada,CAN,1972,74.301,24.717,0.981
Canada,CAN,1973,73.286,24.773,1.941
Canada,CAN,1974,72.175,26.01,1.814
Canada,CAN,1975,72.972,25.448,1.58
Canada,CAN,1976,72.653,25.284,2.064
Canada,CAN,1977,72.297,24.755,2.948
Canada,CAN,1978,70.446,26.108,3.446
Canada,CAN,1979,69.9,26.318,3.782
Canada,CAN,1980,69.481,26.523,3.996
Canada,CAN,1981,67.267,28.474,4.258
Canada,CAN,1982,67.189,28.593,4.217
Canada,CAN,1983,64.929,29.687,5.384
Canada,CAN,1984,64.57,30,5.43
Canada,CAN,1985,63.124,30.775,6.1
Canada,CAN,1986,61.416,31.419,7.165
Canada,CAN,1987,61.531,30.959,7.51
Canada,CAN,1988,63.319,28.942,7.739
Canada,CAN,1989,65.49,27.177,7.334
Canada,CAN,1990,64.96,28.217,6.823
Canada,CAN,1991,62.822,29.252,7.926
Canada,CAN,1992,63.348,29.314,7.337
Canada,CAN,1993,62.295,29.338,8.367
Canada,CAN,1994,61.882,28.856,9.261
Canada,CAN,1995,62.874,28.898,8.228
Canada,CAN,1996,62.566,29.843,7.591
Canada,CAN,1997,64.115,29.184,6.701
Canada,CAN,1998,65.93,28.184,5.886
Canada,CAN,1999,65.682,28.454,5.864
Canada,CAN,2000,65.784,28.572,5.644
Canada,CAN,2001,66.793,27.152,6.055
Canada,CAN,2002,66.686,27.567,5.747
Canada,CAN,2003,68.115,26.248,5.637
Canada,CAN,2004,67.329,25.99,6.681
Canada,CAN,2005,66.023,27.285,6.692
Canada,CAN,2006,65.839,26.991,7.17
Canada,CAN,2007,66.406,27.025,6.569
Canada,CAN,2008,65.563,27.706,6.731
Canada,CAN,2009,64.592,28.774,6.634
Canada,CAN,2010,66.482,27.021,6.497
Canada,CAN,2011,66.02,27.608,6.373
Canada,CAN,2012,65.263,28.251,6.486
Canada,CAN,2013,65.071,28.109,6.82
Canada,CAN,2014,65.909,27.136,6.956
Canada,CAN,2015,65.419,28.001,6.58
Canada,CAN,2016,64.916,28.541,6.543
